OBJECTID,NR_STIMMBEZIRK800,WLK_NAME,WLK_ADRESSE,ROLLSTUHLGERECHT,WLK_BEMERKUNG,ABSTIMMBEZIRK,WLK_STADTTEIL,POSTZUSTELLBEZIRK,AD_NUMMER,KOORX,KOORY,STIMMBEZIRK_STADTTEIL,KOMMUNALWAHLBEZIRK,LANDTAGSWAHLKREIS,BUNDESTAGSWAHLKREIS
561,60102,GGS Amandusstraße,Amandusstr. 22,0,,60102,Merkenich,50769,00094002200,771913.5795,6628671.7827,Merkenich,29,16,95
562,90201,GGS Kopernikusstr.,Kopernikusstr. 40,0,,90201,Buchforst,51065,01859004000,780312.197,6612400.1837,Buchforst,35,19,101
563,80502,GGS Zehnthofstr.,Zehnthofstr. 22,1,,80502,Ostheim,51107,03400002200,783934.6734,6609100.9678,Ostheim,45,18,93
564,10513,Realschule Im Hasental,Im Hasental 41,0,,10513,Deutz,50679,01564004100,776996.2518,6608786.2981,Deutz,06,18,93
565,10227,Stephan-Lochner-Schule,Lochnerstr. 13-15,0,,10227,Neustadt/Süd,50674,02039001300,772088.5082,6608908.8027,Neustadt/Süd,03,13,94
566,40213,Eichendorff-Realschule,Dechenstr. 1,1,,40213,Neuehrenfeld,50825,00686000100,769889.9454,6614020.0353,Neuehrenfeld,23,15,95
567,50703,GGS Alzeyer Str,Alzeyer Str. 12,0,,50703,Bilderstöckchen,50739,00087001200,771276.6594,6616097.609,Bilderstöckchen,31,15,95
568,30804,Pfarrheim St. Severin,Kirchgasse 3,1,,30804,Lövenich,50859,04968000300,760144.1135,6611522.4067,Lövenich,21,14,94
569,61204,Grundschule An den Kaulen,An den Kaulen 62,1,,61204,Worringen,50769,00216006200,763415.2612,6633355.7417,Worringen,29,16,95
570,50106,GGS Steinbergerstr.,Steinbergerstr. 40,0,,50106,Nippes,50733,02972004000,773743.9724,6614516.127,Nippes,32,15,95
571,80802,KGS Volberger Weg,Volberger Weg 17,1,,80802,Rath/Heumar,51107,03202001700,789274.219,6608104.7164,Rath/Heumar,41,17,93
572,90901,St. Sebastianus,Pützlachstr. 37,1,,90901,Flittard,51061,02561003700,776491.4234,6621755.6871,Flittard,37,19,101
573,80904,KGS Andreas-Hermes-Str.,Andreas-Hermes-Str. 2,1,,80904,Neubrück,51109,00259000200,786101.567,6610319.1122,Neubrück,45,18,93
574,90510,GGS Dellbrücker Hauptstr.,Dellbrücker Hauptstr. 16,1,,90510,Dellbrück,51069,00698001600,787665.8138,6616533.9769,Dellbrück,39,19,101
575,30325,Liebfrauenschule,Brucknerstr. 15,1,,30325,Lindenthal,50931,00554001500,770109.2949,6609630.6996,Lindenthal,19,14,94
576,50311,GGS Garthestr.,Garthestr. 20,0,,50311,Riehl,50735,01071002000,776493.7252,6615177.0764,Riehl,33,16,95
577,30234,GHS Mommsenstraße,Mommsenstr. 5,1,,30234,Sülz,50935,02257000500,769627.9076,6606754.4892,Sülz,17,14,94
578,30209,KGS Berrenrather Str.,Berrenrather Str. 179,0,,30209,Sülz,50937,00444017900,771217.9933,6607107.4846,Sülz,16,14,94
579,30108,GGS Stenzelbergstr.,Stenzelbergstr. 3,1,,30108,Klettenberg,50939,02984000300,771487.9362,6605504.9089,Klettenberg,16,14,94
580,40309,Schule Lindweiler Hof,Rochusstr. 80,1,,40309,Bickendorf,50827,02675008000,768532.3684,6614360.5521,Bickendorf,24,15,95
581,90203,GGS Kopernikusstr.,Kopernikusstr. 40,0,,90203,Buchforst,51065,01859004000,780312.197,6612400.1837,Buchforst,35,19,101
582,70506,GGS Schulstr. Porz,Schulstr. 23,0,,70506,Eil,51145,05467002300,788095.8205,6602404.6126,Eil,08,17,93
583,80907,KGS Andreas-Hermes-Str.,Andreas-Hermes-Str. 2,1,,80907,Neubrück,51109,00259000200,786101.567,6610319.1122,Neubrück,45,18,93
584,50506,Florianschule,Neusser Str. 605,0,,50506,Weidenpesch,50737,02341060500,773326.0988,6618225.7559,Weidenpesch,34,16,95
585,50309,SBK Sozial-Betriebe-Köln gGmbH,Boltensternstr. 16,1,,50309,Riehl,50735,00505001600,777039.7668,6615385.6566,Riehl,33,16,95
586,50307,SBK Sozial-Betriebe-Köln gGmbH,Boltensternstr. 16,1,,50307,Riehl,50735,00505001600,777039.7668,6615385.6566,Riehl,33,16,95
587,30904,GGS Neue Sandkaul,Neue Sandkaul 23,1,,30904,Widdersdorf,50859,05236002300,761153.8841,6615015.4047,Widdersdorf,21,14,94
588,10223,GGS Pfälzer Str.,Pfälzer Str. 30,1,,10223,Neustadt/Süd,50677,02514003000,772844.732,6608243.8278,Neustadt/Süd,03,13,94
589,50103,Förderschule Auguststr.,Auguststr. 1,0,,50103,Nippes,50733,00356000100,773833.2707,6614230.1914,Nippes,32,15,95
590,90114,Gymnasium Genovevastr,Genovevastr. 58,0,,90114,Mülheim,51063,01089005800,780097.3788,6615063.3427,Mülheim,36,19,101
591,10216,GGS Loreleystr.,Loreleystr. 3,0,,10216,Neustadt/Süd,50677,02054000300,773880.6639,6607057.6485,Neustadt/Süd,02,13,94
592,60105,GGS Spoerkelhof,Spoerkelhof 7,0,,60105,Merkenich,50769,02943000700,774027.9712,6626092.9327,Merkenich,29,16,95
593,60306,Henry-Ford-Realschule,Karl-Marx-Allee 43,1,,60306,Seeberg,50769,01728004300,769192.4744,6624842.3301,Seeberg,26,16,95
594,50408,Erich-Kästner-Gymnasium,Castroper Str. 7,1,,50408,Niehl,50735,00621000700,775172.8156,6616584.8367,Niehl,34,16,95
595,21007,Ev. Kirchengem. Sürth/Weiß,Auferstehungskirchweg 7,1,,21007,Sürth,50999,05879000700,779952.2925,6597261.0765,Sürth,14,13,94
596,70402,Friedrich-List-Schule,Breitenbachstr. 2,0,,70402,Gremberghoven,51149,04341000200,785478.8694,6603914.7198,Gremberghoven,08,17,93
597,50708,Joseph-DuMont-Berufskolleg,Escher Str. 217,1,,50708,Bilderstöckchen,50739,00898021700,771566.0543,6615212.7345,Bilderstöckchen,31,15,95
598,10503,Bürgerzentrum Deutz,Tempelstr. 41-43,1,,10503,Deutz,50679,03082001500,776265.5878,6609786.6428,Deutz,06,18,93
599,10507,Nicolaus-August-Otto-Schule,Eitorfer Str. 16,0,,10507,Deutz,50679,00843001600,777406.5595,6609912.2273,Deutz,06,18,93
600,30313,Evang. Gemeindehaus,Lindenthalgürtel 30,0,,30313,Lindenthal,50935,02028003000,769561.0328,6607723.7209,Lindenthal,18,14,94
601,10511,Bürgerzentrum Deutz,Tempelstr. 41-43,1,,10511,Deutz,50679,03082001500,776265.5691,6609786.7641,Deutz,06,18,93
602,60706,Konrad-Adenauer-Schule,Martinusstr. 28,1,,60706,Esch/Auweiler,50765,05156002800,762960.5518,6623147.401,Esch/Auweiler,28,16,95
603,70708,KGS Kupfergasse,Kupfergasse 31,1,,70708,Urbach,51145,05031003100,788275.1593,6600211.4947,Urbach,09,17,93
604,30224,Schiller-Gymnasium,Nikolausstr. 55,1,,30224,Sülz,50937,02360005500,771410.4719,6607804.1457,Sülz,17,14,94
605,60605,Schulzentrum Pesch,Schulstr. 18,1,,60605,Pesch,50767,05466001800,764958.7355,6620963.8559,Pesch,28,16,95
606,60603,Erich-Ohser-Schule,Schulstr. 16,1,,60603,Pesch,50767,05466001600,765005.609,6620755.9575,Pesch,28,16,95
607,80501,GGS Zehnthofstr.,Zehnthofstr. 22,1,,80501,Ostheim,51107,03400002200,783934.6734,6609100.9678,Ostheim,45,18,93
608,61002,GGS Ernstbergstr.,Ernstbergstr. 2,1,,61002,Blumenberg,50765,03670000200,766107.9472,6628380.9611,Blumenberg,27,16,95
609,40402,Kardinal-Frings-Schule,Vogelsanger Str. 453,1,,40402,Vogelsang,50829,03196045300,765852.3508,6613409.3092,Vogelsang,25,15,95
610,10113,AWO Arnold-Overzier-Haus,Severinswall 43,1,,10113,Altstadt/Süd,50678,02881004300,775268.2678,6607767.1123,Altstadt/Süd,01,13,94
611,50310,SBK Sozial-Betriebe-Köln gGmbH,Boltensternstr. 16,1,,50310,Riehl,50735,00505001600,777039.7668,6615385.6566,Riehl,33,16,95
612,30107,GGS Stenzelbergstr.,Stenzelbergstr. 3,1,,30107,Klettenberg,50939,02984000300,771487.9362,6605504.9089,Klettenberg,16,14,94
613,40605,KOGS Wilhelm-Schreiber-Str.,Wilhelm-Schreiber-Str. 56,1,,40605,Ossendorf,50827,03347005600,768197.3379,6616214.4815,Ossendorf,24,15,95
614,10117,Konrad-Adenauer-Realschule,Frankstr. 26,1,,10117,Altstadt/Süd,50676,00995002600,773046.4466,6609290.7423,Altstadt/Süd,03,13,94
615,30304,Universität zu Köln,Albertus-Magnus-Platz,1,,30304,Lindenthal,50931,00037000000,771175.6467,6608590.8286,Lindenthal,18,14,94
616,50613,KGS Longericher Hauptstr.,Longericher Hauptstr. 83,0,,50613,Longerich,50739,02051008300,768656.526,6620670.8353,Longerich,30,16,95
617,40121,Astrid-Lindgren-Schule,Borsigstr. 13,0,,40121,Ehrenfeld,50825,00513001300,768849.8937,6613686.9262,Ehrenfeld,24,15,95
618,20503,GGS Rosenzweigweg,Rosenzweigweg 3,1,,20503,Zollstock,50969,02708000300,773019.6572,6605089.0768,Zollstock,13,13,94
619,30404,GGS Geilenkircher Str.,Geilenkircher Str. 52,1,,30404,Braunsfeld,50933,01076005200,767783.8159,6610926.3031,Braunsfeld,19,14,94
620,50702,GGS Alzeyer Str,Alzeyer Str. 12,0,,50702,Bilderstöckchen,50739,00087001200,771276.6594,6616097.609,Bilderstöckchen,31,15,95
621,10235,Berufskolleg 3,Richard-Wagner-Str. 47,1,,10235,Neustadt/Süd,50674,02649004700,771863.3748,6609812.5853,Neustadt/Süd,03,13,94
622,30221,GGS Manderscheider Platz,Berrenrather Str. 352,0,,30221,Sülz,50937,00444035200,770468.2938,6606290.7747,Sülz,17,14,94
623,20202,Martin-Luther-Haus,Mehlemer Str. 27,0,,20202,Marienburg,50968,02190002700,776019.512,6604056.5624,Marienburg,12,13,94
624,90511,GGS Dellbrücker Hauptstr.,Dellbrücker Hauptstr. 16,1,,90511,Dellbrück,51069,00698001600,787665.8138,6616533.9769,Dellbrück,39,19,101
625,50202,GGS Nibelungenstr.,Nibelungenstr. 50a,0,,50202,Mauenheim,50739,02345005001,772918.2608,6616790.6769,Mauenheim,31,16,95
626,50123,Mathilde-von-Mevissen-Grundschule,Gellertstr. 4,1,,50123,Nippes,50733,01084000400,774579.3961,6614716.5104,Nippes,33,15,95
627,71402,GGS Schmittgasse,Schmittgasse 66,0,,71402,Zündorf,51143,05452006600,784380.9141,6597583.2273,Zündorf,11,17,93
628,30314,GGS Freiligrathstr.,Freiligrathstr. 60,1,,30314,Lindenthal,50935,01017006000,768383.5309,6607607.7747,Lindenthal,18,14,94
629,30311,KGS Lindenburger Allee,Lindenburger Allee 38,1,,30311,Lindenthal,50931,02025003800,769922.0606,6608423.4862,Lindenthal,18,14,94
630,70304,GGS Hohe Str.,Hohe Str. 77-79,1,,70304,Ensen,51149,04794007700,782552.7812,6603072.6926,Ensen,07,17,93
631,40104,GGS Lindenbornstr.,Lindenbornstr. 15,1,,40104,Ehrenfeld,50823,02024001500,769732.324,6611675.3937,Ehrenfeld,22,15,95
632,60202,Pfarrheim St. Marien,Neusser Landstr. 80,1,,60202,Fühlingen,50769,02339008000,768575.1757,6627471.6781,Fühlingen,29,16,95
633,70704,KGS Kupfergasse,Kupfergasse 31,1,,70704,Urbach,51145,05031003100,788275.1593,6600211.4947,Urbach,09,17,93
634,70507,Kopernikusschule,Bonner Str. 40,1,,70507,Eil,51145,04331004000,787145.3698,6601546.9405,Eil,08,17,93
635,50120,Mathilde-von-Mevissen-Grundschule,Gellertstr. 4,1,,50120,Nippes,50733,01084000400,774579.3961,6614716.5104,Nippes,32,15,95
636,90503,Grundschule Urnenstr.,Urnenstr. 7,0,,90503,Dellbrück,51069,03162000700,786523.4159,6617446.2977,Dellbrück,39,19,101
637,70702,Stadtgymnasium,Humboldtstr. 2,1,,70702,Porz,51145,04813000200,787186.5752,6600503.2113,Urbach,09,17,93
638,90110,Realschule Lassallestr.,Lassallestr. 59,1,,90110,Mülheim,51065,01957005900,780092.2711,6613961.1581,Mülheim,36,19,101
639,70504,GGS Schulstr. Porz,Schulstr. 23,0,,70504,Eil,51145,05467002300,788095.8205,6602404.6126,Eil,08,17,93
640,10414,Freie Schule Köln e. V.,Bernhard-Letterhaus-Str. 17,1,,10414,Neustadt/Nord,50670,00441001700,773897.1812,6613402.3783,Neustadt/Nord,05,18,93
641,40403,Kardinal-Frings-Schule,Vogelsanger Str. 453,1,,40403,Vogelsang,50829,03196045300,765852.3508,6613409.3092,Vogelsang,25,15,95
642,20502,GGS Rosenzweigweg,Rosenzweigweg 3,1,,20502,Zollstock,50969,02708000300,773019.6572,6605089.0768,Zollstock,13,13,94
643,50412,GGS Nesselrodestr.,Nesselrodestr. 15,1,,50412,Niehl,50735,02318001500,775223.8518,6617303.6446,Niehl,34,16,95
644,30206,Schiller-Gymnasium,Nikolausstr. 55,1,,30206,Sülz,50937,02360005500,771410.4719,6607804.1457,Sülz,16,14,94
645,30602,GGS Ildefons-Herwegen,Kirchweg 138,1,,30602,Junkersdorf,50858,04973013800,763359.3879,6609366.1766,Junkersdorf,20,14,94
646,30217,Theodor-Heuss-Realschule,Euskirchener Str. 50,0,,30217,Sülz,50935,00913005000,769856.0579,6606765.2904,Sülz,17,14,94
647,40217,Eichendorff-Realschule,Dechenstr. 1,1,,40217,Neuehrenfeld,50825,00686000100,769889.9454,6614020.0353,Neuehrenfeld,23,15,95
648,90504,Grundschule Urnenstr.,Urnenstr. 7,0,,90504,Dellbrück,51069,03162000700,786523.4159,6617446.2977,Dellbrück,39,19,101
649,90402,KGS Neufelder Str.,Neufelder Str. 2,0,,90402,Holweide,51067,02332000200,785377.2217,6615932.8075,Holweide,40,19,101
650,70608,Kita an der Lukaskirche,Mühlenstr. 2a,1,,70608,Porz,51143,05213000201,785548.2788,6600155.445,Porz,11,17,93
651,50404,St. Katharina Altenzentrum,Feldgärtenstr. 109,1,,50404,Niehl,50735,00933010900,774681.6425,6619163.4335,Niehl,30,16,95
652,90505,Grundschule Urnenstr.,Urnenstr. 7,0,,90505,Dellbrück,51069,03162000700,786523.4159,6617446.2977,Dellbrück,39,19,101
653,30713,Schulzentrum Weiden,Ostlandstr. 39,1,,30713,Weiden,50858,05271003900,761240.4476,6609758.9039,Weiden,20,14,94
654,90902,St. Sebastianus,Pützlachstr. 37,1,,90902,Flittard,51061,02561003700,776491.4234,6621755.6871,Flittard,37,19,101
655,40114,KGS Everhardstr.,Everhardstr. 60,1,,40114,Ehrenfeld,50823,00915006000,771327.4324,6612301.4216,Ehrenfeld,22,15,95
656,50603,Marienschule,Altonaer Str. 32,1,,50603,Longerich,50737,00084003200,770855.9754,6620547.3997,Longerich,30,16,95
657,10110,GGS Zwirnerstr.,Zwirnerstr. 15,1,,10110,Altstadt/Süd,50678,03437001500,775010.345,6608049.0103,Altstadt/Süd,01,13,94
658,80503,GGS Zehnthofstr.,Zehnthofstr. 22,1,,80503,Ostheim,51107,03400002200,783934.6734,6609100.9678,Ostheim,45,18,93
659,90118,Rhein-Gymnasium,Düsseldorfer Str. 13,1,,90118,Mülheim,51063,00782001300,779510.4221,6615777.968,Mülheim,37,19,101
660,50707,Joseph-DuMont-Berufskolleg,Escher Str. 217,1,,50707,Bilderstöckchen,50739,00898021700,771566.0543,6615212.7345,Bilderstöckchen,31,15,95
661,60703,Konrad-Adenauer-Schule,Martinusstr. 28,1,,60703,Esch/Auweiler,50765,05156002800,762960.5518,6623147.401,Esch/Auweiler,28,16,95
662,80701,GGS Diesterwegstr.,Diesterwegstr. 69,1,,80701,Brück,51109,00731006900,787705.1875,6612022.0665,Brück,41,17,93
663,80406,Katharina-Henoth-Gesamtschule,Adalbertstr. 17,1,Lustheider Str. 47,80406,Höhenberg,51103,00010001700,782418.7038,6610366.1246,Höhenberg,44,18,93
664,90608,GGS Honschaftsstr.,Honschaftsstr. 312,1,Trakt A,90608,Höhenhaus,51061,01500031200,782850.1325,6618251.7177,Höhenhaus,38,19,101
665,40304,GGS Erlenweg,Erlenweg 16,1,Am langen Stein,40304,Bickendorf,50827,00887001600,767442.3545,6615107.3088,Bickendorf,24,15,95
666,10102,Berufskolleg Perlengraben,Perlengraben 101,1,Waisenhausgasse,10102,Altstadt/Süd,50676,02492010100,773961.1611,6608870.0464,Altstadt/Süd,01,13,94
667,80201,Adolph-Kolping-Schule,Falckensteinstr. 34,1,Remscheiderstr. Sporthalle,80201,Kalk,51103,00922003400,779921.7082,6611464.8815,Kalk,42,18,93
668,80203,Adolph-Kolping-Schule,Falckensteinstr. 34,1,Remscheiderstr. Sporthalle,80203,Kalk,51103,00922003400,779921.7082,6611464.8815,Kalk,42,18,93
669,40305,GGS Erlenweg,Erlenweg 16,1,Am langen Stein,40305,Bickendorf,50827,00887001600,767442.3545,6615107.3088,Bickendorf,24,15,95
670,10411,Hansa-Gymnasium,Hansaring 56,1,Schulhof Vogteistr.,10411,Neustadt/Nord,50670,01288005600,773772.8788,6612086.7796,Neustadt/Nord,05,18,93
671,70105,GGS Poller Hauptstr.,Poller Hauptstr. 61,1,Schulpfad,70105,Poll,51105,03464006100,778333.5795,6605859.9501,Poll,07,17,93
672,40306,KGS Erlenweg,Erlenweg 16,1,Am langen Stein,40306,Bickendorf,50827,00887001600,767442.3545,6615107.3088,Bickendorf,24,15,95
673,90609,GGS Honschaftsstr.,Honschaftsstr. 312,1,Trakt A,90609,Höhenhaus,51061,01500031200,782850.1325,6618251.7177,Höhenhaus,38,19,101
674,30323,Apostelgymnasium,Biggestr. 2,1,,30323,Lindenthal,50931,00463000200,769849.5122,6609350.8636,Lindenthal,18,14,94
675,30207,KGS Berrenrather Str.,Berrenrather Str. 179,0,,30207,Sülz,50937,00444017900,771217.9933,6607107.4846,Sülz,16,14,94
676,90508,Grundschule Urnenstr.,Urnenstr. 7,0,,90508,Dellbrück,51069,03162000700,786523.4159,6617446.2977,Dellbrück,39,19,101
677,30712,Schulzentrum Weiden,Ostlandstr. 39,1,,30712,Weiden,50858,05271003900,761240.4476,6609758.9039,Weiden,21,14,94
678,80304,GGS Lustheider Str.,Lustheider Str. 43,1,,80304,Vingst,51103,02087004300,782235.8762,6609986.2041,Vingst,43,18,93
679,60802,Heinrich-Mann-Gymnasium,Fühlinger Weg 4,1,,60802,Volkhoven/Weiler,50765,01055000400,766231.0212,6624518.7689,Volkhoven/Weiler,26,16,95
680,40118,Geschwister-Scholl-Schule,Gravenreuthstr. 10,0,,40118,Ehrenfeld,50823,01194001000,770485.2211,6612934.12,Ehrenfeld,22,15,95
681,10116,Konrad-Adenauer-Realschule,Frankstr. 26,1,,10116,Altstadt/Süd,50676,00995002600,773046.4466,6609290.7423,Altstadt/Süd,03,13,94
682,90403,KGS Neufelder Str.,Neufelder Str. 2,0,,90403,Holweide,51067,02332000200,785377.2217,6615932.8075,Holweide,40,19,101
683,40218,Hauptschule Baadenbergerstr.,Baadenberger Str. 111,1,,40218,Neuehrenfeld,50825,00361011100,770180.103,6615040.072,Neuehrenfeld,23,15,95
684,90801,GGS Ricarda-Huch-Str.,Ricarda-Huch-Str. 60,1,,90801,Stammheim,51061,02647006000,778215.0978,6618418.8139,Stammheim,37,19,101
685,30409,Griechisches Lyzeum,Aachener Str. 443,0,,30409,Braunsfeld,50933,00002044300,768709.3902,6610097.9906,Braunsfeld,19,14,94
686,61003,GGS Ernstbergstr.,Ernstbergstr. 2,1,,61003,Blumenberg,50765,03670000200,766107.9472,6628380.9611,Blumenberg,27,16,95
687,90204,GGS Kopernikusstr.,Kopernikusstr. 40,0,,90204,Buchforst,51065,01859004000,780312.197,6612400.1837,Buchforst,35,19,101
688,80303,GGS Heßhofstr.,Heßhofstr. 45,1,,80303,Vingst,51107,01417004500,781861.8624,6609099.9534,Vingst,43,18,93
689,20808,Gymnasium Rodenkirchen,Sürther Str. 55,1,,20808,Rodenkirchen,50996,05561005500,779060.1929,6601464.8875,Rodenkirchen,14,13,94
690,70603,Max-Planck-Realschule,Planckstr. 14,1,,70603,Porz,51145,05309001400,786838.6315,6601377.2886,Porz,08,17,93
691,90102,Montessori-Hauptschule,Ferdinandstr. 43,1,,90102,Mülheim,51063,00941004300,778035.5298,6611986.0957,Mülheim,35,19,101
692,20801,Gymnasium Rodenkirchen,Sürther Str. 55,1,,20801,Rodenkirchen,50996,05561005500,779060.1929,6601464.8875,Rodenkirchen,12,13,94
693,90104,Johann-Bendel-Realschule,Danzierstr. 146a,1,,90104,Mülheim,51063,00678014601,779356.1558,6614046.0736,Mülheim,36,19,101
694,50105,Förderschule Auguststr.,Auguststr. 1,0,,50105,Nippes,50733,00356000100,773833.2707,6614230.1914,Nippes,32,15,95
695,40113,KGS Everhardstr.,Everhardstr. 60,1,,40113,Ehrenfeld,50823,00915006000,771327.4324,6612301.4216,Ehrenfeld,22,15,95
696,30232,GHS Mommsenstraße,Mommsenstr. 5,1,,30232,Sülz,50935,02257000500,769627.9076,6606754.4892,Sülz,17,14,94
697,60301,Sankt-Martin-Schule,Balsaminenweg 52,1,,60301,Seeberg,50769,00377005200,769761.3725,6624369.5453,Seeberg,26,16,95
698,20106,Maria-Sybilla-Merian-Schule,Cäsarstr. 50,1,,20106,Bayenthal,50968,00613005000,775545.8174,6605044.2776,Bayenthal,12,13,94
699,40212,Eichendorff-Realschule,Dechenstr. 1,1,,40212,Neuehrenfeld,50825,00686000100,769889.9454,6614020.0353,Neuehrenfeld,23,15,95
700,60404,Kath. Grundschule,Lebensbaumweg 51,1,,60404,Heimersdorf,50767,01969005100,768349.1275,6623012.7623,Heimersdorf,26,16,95
701,20509,GGS Rosenzweigweg,Rosenzweigweg 3,1,,20509,Zollstock,50969,02708000300,773019.6572,6605089.0768,Zollstock,13,13,94
702,50126,Nordpark-Schule,Kretzerstr. 5,0,,50126,Nippes,50733,01879000500,775138.7728,6615612.7486,Nippes,33,15,95
703,21101,Johannes-Gutenberg-Schule,Kuckucksweg 4,1,Buchfinkenstr.,21101,Godorf,50997,05028000400,776119.1182,6595157.02,Godorf,15,13,94
704,80202,Adolph-Kolping-Schule,Falckensteinstr. 34,1,Remscheiderstr. Sporthalle,80202,Kalk,51103,00922003400,779921.7082,6611464.8815,Kalk,42,18,93
705,70108,GGS Poller Hauptstr.,Poller Hauptstr. 61,1,Schulpfad,70108,Poll,51105,03464006100,778333.5795,6605859.9501,Poll,07,17,93
706,20203,Pfarrheim St. Maria-Königin,Goethestr. 84,1,Leyboldstr.,20203,Marienburg,50968,01158008400,776045.0015,6603166.134,Marienburg,12,13,94
707,70306,Senioren-Pflegeheim,Kölner Str. 64,1,Haus Monika,70306,Ensen,51149,04995006400,783949.0388,6603332.0065,Ensen,07,17,93
708,10303,Königin-Luise-Schule,Alte Wallgasse 10,1,Albertusstr. 19a,10303,Altstadt/Nord,50672,00080001000,772928.1224,6610539.9136,Altstadt/Nord,04,18,93
709,10101,Kaiserin-Augusta-Gymnasium,Georgsplatz 10,1,Follerstr./Ecke Weberstr.,10101,Altstadt/Süd,50676,01097001000,774620.4283,6609190.424,Altstadt/Süd,01,13,94
710,10103,Berufskolleg Perlengraben,Perlengraben 101,1,Waisenhausgasse,10103,Altstadt/Süd,50676,02492010100,773961.1611,6608870.0464,Altstadt/Süd,01,13,94
711,90607,GGS Honschaftsstr.,Honschaftsstr. 312,1,Trakt A,90607,Höhenhaus,51061,01500031200,782850.1325,6618251.7177,Höhenhaus,38,19,101
712,20812,Ernst-Moritz-Arndt-Schule,Mainstr. 75,1,Saarstr.,20812,Rodenkirchen,50996,05131007500,779546.0401,6600734.5775,Rodenkirchen,14,13,94
713,10304,Rathaus Spanischer Bau,Rathausplatz 1,1,Theo-Burauen-Platz,10304,Altstadt/Nord,50667,02589000100,774629.9856,6610474.4179,Altstadt/Nord,04,18,93
714,10310,Hansa-Gymnasium,Hansaring 56,1,Schulhof Vogteistr.,10310,Neustadt/Nord,50670,01288005600,773772.8788,6612086.7796,Altstadt/Nord,05,18,93
715,80403,GGS Weimarer Str.,Weimarer Str. 28,1,Apoldaer Weg,80403,Höhenberg,51103,03279002800,781659.0732,6611624.1799,Höhenberg,44,18,93
716,10311,Hansa-Gymnasium,Hansaring 56,1,Schulhof Vogteistr.,10311,Neustadt/Nord,50670,01288005600,773772.8788,6612086.7796,Altstadt/Nord,05,18,93
717,10305,Rathaus Spanischer Bau,Rathausplatz 1,1,Theo-Burauen-Platz,10305,Altstadt/Nord,50667,02589000100,774629.9856,6610474.4179,Altstadt/Nord,04,18,93
718,60501,Soziales Zentrum Lino-Club e.V.,Unnauer Weg 96a,1,über Krombachweg,60501,Lindweiler,50767,03138009601,767182.0051,6622030.2551,Lindweiler,28,16,95
719,10105,KGS Trierer Str.,Trierer Str. 8,1,Am Pantaleonsberg,10105,Altstadt/Süd,50676,03106000800,773295.7513,6608543.9443,Altstadt/Süd,01,13,94
720,10120,Kaiserin-Augusta-Gymnasium,Georgsplatz 10,1,Follerstr./Ecke Weberstr.,10120,Altstadt/Süd,50676,01097001000,774620.4283,6609190.424,Altstadt/Süd,06,13,94
721,80404,GGS Weimarer Str.,Weimarer Str. 28,1,Apoldaer Weg,80404,Höhenberg,51103,03279002800,781659.0732,6611624.1799,Höhenberg,44,18,93
722,70110,GGS Poller Hauptstr.,Poller Hauptstr. 61,1,Schulpfad,70110,Poll,51105,03464006100,778333.5795,6605859.9501,Poll,07,17,93
723,10104,KGS Trierer Str.,Trierer Str. 8,1,Am Pantaleonsberg,10104,Altstadt/Süd,50676,03106000800,773295.7513,6608543.9443,Altstadt/Süd,03,13,94
724,10301,Königin-Luise-Schule,Alte Wallgasse 10,1,Albertusstr. 19a,10301,Altstadt/Nord,50672,00080001000,772928.1224,6610539.9136,Altstadt/Nord,04,18,93
725,20813,Ernst-Moritz-Arndt-Schule,Mainstr. 75,1,Saarstr.,20813,Rodenkirchen,50996,05131007500,779546.0401,6600734.5775,Rodenkirchen,14,13,94
726,70111,GGS Poller Hauptstr.,Poller Hauptstr. 61,1,Schulpfad,70111,Poll,51105,03464006100,778333.5795,6605859.9501,Poll,07,17,93
727,70106,GGS Poller Hauptstr.,Poller Hauptstr. 61,1,Schulpfad,70106,Poll,51105,03464006100,778333.5795,6605859.9501,Poll,07,17,93
728,80405,GGS Weimarer Str.,Weimarer Str. 28,1,Apoldaer Weg,80405,Höhenberg,51103,03279002800,781659.0732,6611624.1799,Höhenberg,44,18,93
729,10106,KGS Trierer Str.,Trierer Str. 8,1,Am Pantaleonsberg,10106,Altstadt/Süd,50676,03106000800,773295.7513,6608543.9443,Altstadt/Süd,01,13,94
730,70109,GGS Poller Hauptstr.,Poller Hauptstr. 61,1,Schulpfad,70109,Poll,51105,03464006100,778333.5795,6605859.9501,Poll,07,17,93
731,40220,Hauptschule Baadenbergerstr.,Baadenberger Str. 111,1,,40220,Neuehrenfeld,50825,00361011100,770180.103,6615040.072,Neuehrenfeld,23,15,95
732,70201,Bürgerzentrum Engelshof e.V.,Oberstr. 96,1,,70201,Westhoven,51149,05258009600,781595.7585,6603658.2919,Westhoven,07,17,93
733,70701,Stadtgymnasium,Humboldtstr. 2,1,,70701,Porz,51145,04813000200,787186.5752,6600503.2113,Urbach,09,17,93
734,10204,KGS Mainzer Str.,Mainzer Str. 30-34,1,,10204,Neustadt/Süd,50678,02105003000,775216.4462,6607138.7759,Neustadt/Süd,02,13,94
735,70305,GGS Hohe Str.,Hohe Str. 77-79,1,,70305,Ensen,51149,04794007700,782552.7812,6603072.6926,Ensen,07,17,93
736,71004,Heideschule,Neue Heide 25,1,,71004,Wahnheide,51147,05232002500,790343.4839,6596770.5571,Wahnheide,10,17,93
