Nr;Name;MaxSchnellmeldungen;AnzSchnellmeldungen;Wahlberechtigte;abgegeben;Wahlbeteiligung;gültigeStimmzettel;gültig;ungültigeStimmzettel;ungültig;gültig2;ungültig2;CDU;CDU_Proz;Z_CDU;Z_CDU_Proz;SPD;SPD_Proz;Z_SPD;Z_SPD_Proz;FDP;FDP_Proz;Z_FDP;Z_FDP_Proz;GRÜNE;GRÜNE_Proz;Z_GRÜNE;Z_GRÜNE_Proz;DIE LINKE;DIE LINKE_Proz;Z_DIE LINKE;Z_DIE LINKE_Proz;PIRATEN;PIRATEN_Proz;Z_PIRATEN;Z_PIRATEN_Proz;NPD;NPD_Proz;Z_NPD;Z_NPD_Proz;REP;REP_Proz;Z_REP;Z_REP_Proz;Bündnis 21/RRP;Bündnis 21/RRP_Proz;Z_Bündnis 21/RRP;Z_Bündnis 21/RRP_Proz;Volksabstimmung;Volksabstimmung_Proz;Z_Volksabstimmung;Z_Volksabstimmung_Proz;ÖDP;ÖDP_Proz;Z_ÖDP;Z_ÖDP_Proz;MLPD;MLPD_Proz;Z_MLPD;Z_MLPD_Proz;BüSo;BüSo_Proz;Z_BüSo;Z_BüSo_Proz;PSG;PSG_Proz;Z_PSG;Z_PSG_Proz;AfD;AfD_Proz;Z_AfD;Z_AfD_Proz;BIG;BIG_Proz;Z_BIG;Z_BIG_Proz;pro Deutschland;pro Deutschland_Proz;Z_pro Deutschland;Z_pro Deutschland_Proz;DIE RECHTE;DIE RECHTE_Proz;Z_DIE RECHTE;Z_DIE RECHTE_Proz;FREIE WÄHLER;FREIE WÄHLER_Proz;Z_FREIE WÄHLER;Z_FREIE WÄHLER_Proz;Partei der Nichtwähler;Partei der Nichtwähler_Proz;Z_Partei der Nichtwähler;Z_Partei der Nichtwähler_Proz;Partei der Vernunft;Partei der Vernunft_Proz;Z_Partei der Vernunft;Z_Partei der Vernunft_Proz;Die PARTEI;Die PARTEI_Proz;Z_Die PARTEI;Z_Die PARTEI_Proz;
80803;80803;1;1;643;393;61,12;;392;;1;393;0;183;46,68;156;39,69;126;32,14;113;28,75;13;3,32;38;9,67;32;8,16;39;9,92;12;3,06;11;2,80;6;1,53;10;2,54;4;1,02;1;0,25;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;1;0,26;1;0,25;0;0,00;0;0,00;14;3,57;18;4,58;0;0,00;1;0,25;0;0,00;1;0,25;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;1;0,25;
80804;80804;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80805;80805;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80806;80806;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80807;80807;1;1;713;350;49,09;;346;;4;347;3;160;46,24;150;43,23;125;36,13;96;27,67;2;0,58;16;4,61;7;2,02;16;4,61;22;6,36;22;6,34;6;1,73;7;2,02;6;1,73;5;1,44;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;16;4,62;29;8,36;0;0,00;0;0,00;0;0,00;3;0,86;0;0,00;0;0,00;1;0,29;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,58;
80808;80808;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80809;80809;1;1;594;267;44,95;;264;;3;265;2;125;47,35;105;39,62;84;31,82;69;26,04;10;3,79;19;7,17;7;2,65;22;8,30;17;6,44;17;6,42;5;1,89;6;2,26;2;0,76;2;0,75;0;0,00;2;0,75;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;4,92;20;7,55;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,38;2;0,75;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,38;
80810;80810;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80811;80811;1;1;726;396;54,55;;394;;2;395;1;174;44,16;151;38,23;151;38,32;126;31,90;6;1,52;28;7,09;20;5,08;34;8,61;23;5,84;25;6,33;6;1,52;5;1,27;5;1,27;2;0,51;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,28;17;4,30;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;1;0,25;0;0,00;1;0,25;0;0,00;1;0,25;
80812;80812;1;1;653;374;57,27;;371;;3;372;2;199;53,64;163;43,82;110;29,65;90;24,19;8;2,16;30;8,06;24;6,47;41;11,02;10;2,70;11;2,96;7;1,89;6;1,61;0;0,00;4;1,08;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;13;3,50;19;5,11;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,54;0;0,00;0;0,00;0;0,00;2;0,54;
80901;80901;1;1;1080;527;48,80;;515;;12;515;12;230;44,66;221;42,91;176;34,17;160;31,07;13;2,52;17;3,30;29;5,63;41;7,96;36;6,99;37;7,18;8;1,55;6;1,17;6;1,17;6;1,17;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;16;3,11;21;4,08;0;0,00;3;0,58;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,39;
80902;80902;1;1;1058;380;35,92;;372;;8;372;8;100;26,88;94;25,27;175;47,04;139;37,37;7;1,88;16;4,30;15;4,03;34;9,14;41;11,02;39;10,48;5;1,34;9;2,42;9;2,42;10;2,69;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;19;5,11;22;5,91;0;0,00;4;1,08;0;0,00;3;0,81;0;0,00;0;0,00;1;0,27;2;0,54;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;
80903;80903;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80904;80904;1;1;619;273;44,10;;272;;1;270;3;99;36,40;85;31,48;102;37,50;91;33,70;4;1,47;18;6,67;27;9,93;25;9,26;29;10,66;33;12,22;0;0,00;2;0,74;4;1,47;2;0,74;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,74;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,57;6;2,22;0;0,00;0;0,00;0;0,00;3;1,11;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,11;
80905;80905;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80906;80906;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80907;80907;1;1;512;130;25,39;;130;;0;130;0;77;59,23;71;54,62;36;27,69;26;20,00;2;1,54;5;3,85;3;2,31;9;6,92;5;3,85;4;3,08;2;1,54;2;1,54;1;0,77;1;0,77;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;3,08;8;6,15;0;0,00;0;0,00;0;0,00;1;0,77;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,77;0;0,00;1;0,77;0;0,00;1;0,77;
90101;90101;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90102;90102;1;1;1205;466;38,67;;463;;3;461;5;110;23,76;100;21,69;194;41,90;160;34,71;8;1,73;9;1,95;48;10,37;50;10,85;53;11,45;73;15,84;0;0,00;21;4,56;7;1,51;4;0,87;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,22;0;0,00;2;0,43;34;7,34;18;3,90;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;16;3,47;0;0,00;3;0,65;0;0,00;0;0,00;0;0,00;0;0,00;1;0,22;1;0,22;0;0,00;1;0,22;0;0,00;0;0,00;8;1,73;2;0,43;
90103;90103;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90104;90104;1;1;1471;579;39,36;;569;;10;575;4;140;24,60;117;20,35;251;44,11;188;32,70;5;0,88;23;4,00;71;12,48;81;14,09;70;12,30;85;14,78;0;0,00;21;3,65;10;1,76;6;1,04;0;0,00;1;0,17;0;0,00;0;0,00;0;0,00;2;0,35;0;0,00;0;0,00;4;0,70;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;36;6,26;0;0,00;3;0,52;0;0,00;2;0,35;0;0,00;0;0,00;9;1,58;3;0,52;0;0,00;2;0,35;0;0,00;0;0,00;9;1,58;5;0,87;
90105;90105;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90106;90106;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90107;90107;1;1;724;370;51,10;;369;;1;370;0;81;21,95;74;20,00;160;43,36;108;29,19;12;3,25;18;4,86;62;16,80;78;21,08;39;10,57;47;12,70;0;0,00;19;5,14;5;1,36;4;1,08;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;14;3,78;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;5;1,36;0;0,00;0;0,00;1;0,27;0;0,00;2;0,54;5;1,36;4;1,08;
90108;90108;1;1;734;372;50,68;;368;;4;369;3;76;20,65;66;17,89;178;48,37;125;33,88;7;1,90;13;3,52;50;13,59;60;16,26;41;11,14;61;16,53;0;0,00;16;4,34;4;1,09;2;0,54;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;11;2,98;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;3;0,82;1;0,27;0;0,00;2;0,54;0;0,00;2;0,54;9;2,45;6;1,63;
90109;90109;1;1;806;386;47,89;;376;;10;374;12;67;17,82;66;17,65;157;41,76;100;26,74;9;2,39;8;2,14;74;19,68;80;21,39;45;11,97;68;18,18;0;0,00;20;5,35;9;2,39;3;0,80;0;0,00;3;0,80;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;2;0,53;6;1,60;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;3,48;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;8;2,13;7;1,87;
90110;90110;1;1;673;284;42,20;;277;;7;278;6;66;23,83;63;22,66;137;49,46;101;36,33;6;2,17;9;3,24;27;9,75;36;12,95;26;9,39;33;11,87;0;0,00;13;4,68;2;0,72;1;0,36;0;0,00;0;0,00;0;0,00;1;0,36;0;0,00;0;0,00;0;0,00;1;0,36;4;1,44;2;0,72;0;0,00;1;0,36;0;0,00;1;0,36;0;0,00;6;2,16;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,81;4;1,44;0;0,00;0;0,00;0;0,00;0;0,00;4;1,44;6;2,16;
90111;90111;1;1;787;352;44,73;;344;;8;348;4;100;29,07;102;29,31;162;47,09;107;30,75;5;1,45;10;2,87;38;11,05;62;17,82;30;8,72;25;7,18;0;0,00;21;6,03;5;1,45;4;1,15;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;2;0,57;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,59;0;0,00;2;0,57;0;0,00;1;0,29;0;0,00;0;0,00;2;0,58;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,58;1;0,29;
90112;90112;1;1;710;275;38,73;;272;;3;274;1;67;24,63;56;20,44;119;43,75;94;34,31;4;1,47;13;4,74;34;12,50;51;18,61;44;16,18;39;14,23;0;0,00;11;4,01;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,36;1;0,37;1;0,36;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;2,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,10;2;0,73;
90113;90113;1;1;1048;373;35,59;;368;;5;370;3;86;23,37;86;23,24;170;46,20;115;31,08;12;3,26;19;5,14;35;9,51;45;12,16;42;11,41;44;11,89;0;0,00;25;6,76;5;1,36;4;1,08;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;2,97;0;0,00;6;1,62;0;0,00;1;0,27;0;0,00;0;0,00;4;1,09;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;14;3,80;11;2,97;
90114;90114;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90115;90115;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90116;90116;1;1;898;417;46,44;;415;;2;417;0;111;26,75;107;25,66;169;40,72;114;27,34;4;0,96;7;1,68;68;16,39;83;19,90;51;12,29;73;17,51;0;0,00;12;2,88;4;0,96;2;0,48;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;1,68;0;0,00;0;0,00;0;0,00;2;0,48;0;0,00;0;0,00;3;0,72;1;0,24;0;0,00;2;0,48;0;0,00;0;0,00;5;1,20;6;1,44;
90117;90117;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90118;90118;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90119;90119;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90120;90120;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90121;90121;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90122;90122;1;1;738;405;54,88;;396;;9;403;2;142;35,86;133;33,00;171;43,18;135;33,50;7;1,77;14;3,47;28;7,07;40;9,93;30;7,58;28;6,95;0;0,00;22;5,46;10;2,53;3;0,74;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,50;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;17;4,22;0;0,00;1;0,25;0;0,00;2;0,50;0;0,00;0;0,00;2;0,51;2;0,50;0;0,00;0;0,00;0;0,00;2;0,50;5;1,26;2;0,50;
90123;90123;1;1;745;335;44,97;;329;;6;332;3;112;34,04;99;29,82;138;41,95;101;30,42;8;2,43;9;2,71;33;10,03;50;15,06;27;8,21;40;12,05;0;0,00;11;3,31;2;0,61;2;0,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,30;1;0,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;12;3,61;0;0,00;0;0,00;0;0,00;3;0,90;0;0,00;0;0,00;1;0,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,13;4;1,20;
90201;90201;1;1;1098;514;46,81;;506;;8;508;6;131;25,89;113;22,24;255;50,40;215;42,32;11;2,17;17;3,35;38;7,51;57;11,22;46;9,09;53;10,43;0;0,00;14;2,76;12;2,37;9;1,77;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;2;0,39;1;0,20;2;0,39;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;13;2,56;0;0,00;5;0,98;0;0,00;3;0,59;0;0,00;0;0,00;7;1,38;2;0,39;0;0,00;0;0,00;0;0,00;0;0,00;5;0,99;1;0,20;
90202;90202;1;1;915;375;40,98;;369;;6;367;8;114;30,89;106;28,88;164;44,44;127;34,60;4;1,08;8;2,18;27;7,32;38;10,35;34;9,21;36;9,81;0;0,00;14;3,81;18;4,88;14;3,81;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,81;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;14;3,81;0;0,00;5;1,36;0;0,00;1;0,27;0;0,00;0;0,00;1;0,27;0;0,00;0;0,00;0;0,00;0;0,00;1;0,27;4;1,08;2;0,54;
90203;90203;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90204;90204;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90301;90301;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90302;90302;1;1;657;250;38,05;;248;;2;246;4;66;26,61;64;26,02;122;49,19;79;32,11;4;1,61;10;4,07;19;7,66;36;14,63;20;8,06;28;11,38;0;0,00;9;3,66;7;2,82;4;1,63;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;12;4,88;0;0,00;2;0,81;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,82;2;0,81;
90303;90303;1;1;664;290;43,67;;285;;5;286;4;78;27,37;72;25,17;131;45,96;109;38,11;6;2,11;8;2,80;28;9,82;35;12,24;25;8,77;19;6,64;0;0,00;16;5,59;10;3,51;7;2,45;0;0,00;1;0,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;3,15;0;0,00;4;1,40;0;0,00;1;0,35;0;0,00;0;0,00;4;1,40;0;0,00;0;0,00;1;0,35;0;0,00;0;0,00;3;1,05;3;1,05;
90304;90304;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90305;90305;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90306;90306;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90307;90307;1;1;739;386;52,23;;376;;10;378;8;128;34,04;116;30,69;192;51,06;137;36,24;4;1,06;19;5,03;17;4,52;31;8,20;19;5,05;34;8,99;0;0,00;6;1,59;3;0,80;4;1,06;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;23;6,08;0;0,00;4;1,06;0;0,00;1;0,26;0;0,00;0;0,00;8;2,13;1;0,26;0;0,00;2;0,53;0;0,00;0;0,00;3;0,80;0;0,00;
90308;90308;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90401;90401;1;1;738;463;62,74;;456;;7;461;2;171;37,50;149;32,32;197;43,20;131;28,42;14;3,07;23;4,99;54;11,84;81;17,57;14;3,07;34;7,38;0;0,00;7;1,52;1;0,22;1;0,22;0;0,00;0;0,00;0;0,00;1;0,22;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;28;6,07;0;0,00;0;0,00;0;0,00;1;0,22;0;0,00;0;0,00;4;0,88;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,22;5;1,08;
90402;90402;1;1;1144;543;47,47;;538;;5;536;7;154;28,62;130;24,25;227;42,19;186;34,70;12;2,23;23;4,29;69;12,83;73;13,62;54;10,04;73;13,62;0;0,00;14;2,61;5;0,93;2;0,37;0;0,00;1;0,19;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;1;0,19;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;27;5,04;0;0,00;2;0,37;0;0,00;1;0,19;0;0,00;0;0,00;10;1,86;1;0,19;0;0,00;0;0,00;0;0,00;0;0,00;6;1,12;1;0,19;
90403;90403;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90404;90404;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90405;90405;1;1;1204;578;48,01;;570;;8;567;11;185;32,46;165;29,10;275;48,25;212;37,39;11;1,93;21;3,70;29;5,09;43;7,58;48;8,42;56;9,88;0;0,00;16;2,82;12;2,11;13;2,29;0;0,00;1;0,18;0;0,00;0;0,00;0;0,00;2;0,35;0;0,00;1;0,18;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;27;4,76;0;0,00;2;0,35;0;0,00;1;0,18;0;0,00;0;0,00;7;1,23;3;0,53;0;0,00;1;0,18;0;0,00;0;0,00;3;0,53;3;0,53;
90406;90406;1;1;1203;491;40,81;;482;;9;484;7;110;22,82;87;17,98;249;51,66;196;40,50;6;1,24;14;2,89;27;5,60;48;9,92;73;15,15;89;18,39;0;0,00;14;2,89;9;1,87;4;0,83;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,41;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;23;4,75;0;0,00;2;0,41;0;0,00;4;0,83;0;0,00;0;0,00;4;0,83;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;2;0,41;1;0,21;
90407;90407;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90408;90408;1;1;990;429;43,33;;425;;4;426;3;121;28,47;108;25,35;220;51,76;159;37,32;6;1,41;18;4,23;29;6,82;53;12,44;35;8,24;34;7,98;0;0,00;18;4,23;9;2,12;3;0,70;0;0,00;2;0,47;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;22;5,16;0;0,00;7;1,64;0;0,00;1;0,23;0;0,00;0;0,00;2;0,47;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,71;0;0,00;
90409;90409;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90410;90410;1;1;1235;482;39,03;;477;;5;477;5;107;22,43;99;20,75;240;50,31;181;37,95;7;1,47;11;2,31;37;7,76;65;13,63;47;9,85;60;12,58;0;0,00;16;3,35;17;3,56;8;1,68;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,63;1;0,21;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;20;4,19;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;9;1,89;3;0,63;0;0,00;0;0,00;0;0,00;1;0,21;12;2,52;8;1,68;
90411;90411;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
